emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,emg13,emg14,emg15,emg16,emg17,emg18,emg19,emg20,emg21,emg22,emg23,emg24,emg25,emg26,emg27,emg28,emg29,emg30,emg31
0.02721,0.03727,0.27090,0.05018,0.42636,0.00707,0.31214,0.04991,0.39531,0.44280,0.39763,0.06385,0.28736,-0.00287,0.28860,0.65605,0.06311,0.55315,0.32000,0.42882,0.00537,0.63467,0.06118,0.01965,0.05686,0.04877,0.00880,0.04903,0.00350,-0.02123,0.07326,0.04824
0.03672,0.04394,0.71713,0.02498,0.69143,0.01423,0.36893,0.05148,0.44176,0.47635,0.59183,0.06840,0.59781,0.01286,0.27044,0.68140,0.06402,0.50463,0.50869,0.67998,0.01454,0.42756,0.05615,0.05293,0.03728,0.03460,0.04754,0.00728,0.02280,0.05314,0.01433,0.03938
0.03277,0.00604,0.71262,0.02292,0.71251,0.05349,0.75405,-0.01013,0.29235,0.26033,0.63936,0.02333,0.65890,0.00159,0.30010,0.51595,-0.01087,0.39891,0.64680,0.67383,-0.02794,0.66632,0.05655,-0.01082,0.03197,0.03706,0.01206,0.04013,0.01699,0.06494,0.01821,0.00754
0.01831,0.04989,0.53448,0.05453,0.34847,0.04588,0.55283,0.03372,0.42214,0.30295,0.42657,0.06242,0.55484,0.08452,0.37440,0.59335,0.04057,0.33328,0.75695,0.63333,0.06955,0.77113,0.05911,0.01918,0.01900,-0.01657,-0.00543,0.01565,0.03064,0.02365,0.04379,0.01183
0.03343,-0.00325,0.73294,0.02377,0.36045,0.06993,0.73197,0.04624,0.31255,0.53085,0.47959,0.02374,0.52685,0.01902,0.31202,0.46526,0.02072,0.29472,0.42839,0.31666,0.04292,0.48224,0.00278,0.04918,0.02669,0.00037,0.04791,0.00108,0.06027,-0.01030,0.04019,0.03121
0.01300,-0.01517,0.49696,-0.01811,0.47496,0.00131,0.34229,0.03646,0.69275,0.62073,0.74724,0.02532,0.42097,0.05432,0.57117,0.47384,0.07373,0.43236,0.47716,0.41500,0.06901,0.67503,0.02076,0.00946,0.03030,0.03733,0.02195,0.06343,0.04314,0.01586,0.02940,0.02648
0.00526,0.04808,0.53856,0.02499,0.63909,0.00831,0.48259,0.05449,0.59334,0.39621,0.50934,0.03550,0.42157,0.05804,0.33902,0.71475,0.00549,0.61345,0.52886,0.35165,0.05244,0.36349,0.00985,0.02695,0.02924,0.04874,0.02027,-0.00466,0.03475,0.01968,-0.00350,0.02996
0.00345,0.03826,0.48993,0.01830,0.62448,0.01353,0.66270,-0.01076,0.37673,0.43827,0.55056,0.04725,0.64028,0.02079,0.47704,0.69684,0.04018,0.73633,0.56328,0.47725,0.04436,0.30256,0.04233,0.05353,0.00478,0.01601,0.03678,0.02508,0.02713,0.01708,0.03603,0.00634
0.02123,0.01917,0.55838,0.02372,0.38010,0.08323,0.39368,0.04569,0.47503,0.57177,0.62077,0.04953,0.51237,0.03926,0.69115,0.34696,0.02047,0.65588,0.68393,0.45967,0.05691,0.44808,0.03112,0.03493,0.01459,0.01540,0.03734,0.05266,0.00818,0.05137,0.03475,-0.00035
0.02873,0.02255,0.30230,0.00164,0.35403,0.05748,0.31534,0.04344,0.51796,0.46748,0.68878,0.03401,0.69908,0.01243,0.26462,0.56780,0.01396,0.70201,0.65197,0.23298,0.01965,0.32807,0.04490,0.03886,0.03432,0.01714,0.03159,0.00993,0.04101,0.01357,0.03813,0.04720
0.04244,0.03738,0.35449,0.05615,0.59725,0.01695,0.59365,0.03986,0.73022,0.37628,0.28616,0.05251,0.39940,0.03016,0.35447,0.35112,0.00509,0.35046,0.65020,0.54501,0.02148,0.41062,0.04585,0.01862,0.05234,0.02631,0.01004,-0.00745,0.04966,0.02079,0.02239,0.01818
0.02932,0.02092,0.57301,0.02869,0.62156,0.02909,0.47416,0.04961,0.71852,0.58625,0.48457,0.05803,0.31849,0.03575,0.32363,0.50455,0.05786,0.64872,0.68744,0.33007,0.00077,0.34358,0.05338,0.01643,0.03633,0.01635,0.02910,0.06775,0.02648,0.03289,0.03725,0.03292
0.01589,0.04697,0.71285,0.01366,0.55575,0.04773,0.65157,0.01640,0.59347,0.53223,0.77443,0.04715,0.39679,0.02275,0.39609,0.37545,0.03682,0.61365,0.46558,0.48841,0.04478,0.52027,0.03075,0.01225,0.02539,0.03468,0.01004,0.04574,0.02900,0.00905,0.06313,0.03296
0.01709,0.00895,0.51684,0.02514,0.64474,0.02120,0.42124,0.05079,0.45897,0.68863,0.56188,-0.01347,0.61687,0.01486,0.35871,0.44197,-0.00003,0.72760,0.63670,0.61518,0.01342,0.74647,0.04404,0.03141,-0.00444,-0.00852,0.02520,0.01178,0.01236,-0.00801,0.06411,0.01435
0.01109,0.00202,0.42164,0.03242,0.67777,0.04916,0.69434,0.01111,0.29563,0.41658,0.38679,0.03897,0.62827,0.01648,0.67772,0.72712,0.01765,0.59613,0.67594,0.56615,0.04411,0.66592,0.05269,0.06390,0.03108,0.04966,-0.02234,0.02972,0.02748,0.04768,0.02615,0.03103
0.04333,-0.00240,0.66005,0.02182,0.40003,-0.00206,0.58872,0.02273,0.57336,0.32406,0.43784,0.02450,0.26619,0.02563,0.29965,0.37648,0.02483,0.58804,0.51041,0.37916,0.02592,0.76620,0.05645,0.01945,0.06905,0.02672,0.06715,0.03875,0.01512,0.04534,-0.00038,0.03641
0.02230,0.03080,0.63761,0.04078,0.31008,0.02955,0.44118,0.03700,0.44812,0.23457,0.33953,0.04774,0.51262,0.05328,0.50761,0.57856,0.05105,0.70693,0.37033,0.39017,0.03980,0.62921,0.03148,0.04116,0.02802,-0.00901,0.03161,0.01874,0.04475,0.02658,0.03425,0.01660
0.02732,0.03229,0.64488,0.01987,0.40549,0.03860,0.70605,0.06695,0.24028,0.39101,0.58704,0.04791,0.69081,0.00327,0.44680,0.31444,0.07176,0.37894,0.48571,0.24257,0.02641,0.54975,0.03612,0.06881,-0.00682,0.00066,0.02837,0.00402,0.03624,0.05626,-0.01352,0.05447
0.00379,0.04157,0.37562,0.02763,0.60161,0.06379,0.51379,0.00060,0.43453,0.33576,0.53576,-0.01493,0.40198,0.01899,0.51979,0.50813,0.06570,0.44215,0.73041,0.64449,0.01803,0.38299,0.05708,0.02603,0.00332,0.05976,0.05084,0.06484,0.01412,0.01049,0.01884,0.03165
0.04095,0.04968,0.43506,-0.03775,0.52697,0.02700,0.76024,0.05063,0.69959,0.34454,0.58196,0.00826,0.48853,0.02716,0.45699,0.59018,0.05945,0.56727,0.64152,0.51893,0.01383,0.39166,0.04771,0.03861,0.05003,0.04420,0.03404,0.02619,0.02745,0.03517,0.01411,0.04154
0.03659,0.06008,0.58867,0.03661,0.30757,0.01554,0.48282,0.01917,0.42483,0.58704,0.67577,0.05281,0.65596,0.03285,0.73525,0.53446,-0.00193,0.26550,0.33592,0.55131,0.00877,0.76986,0.03020,0.03163,0.03529,0.01126,0.05138,0.08684,0.03965,0.03597,0.04225,0.00751
0.02134,0.06932,0.63788,0.01376,0.27541,0.02636,0.38313,0.04845,0.72442,0.67590,0.56095,0.00454,0.69041,0.03629,0.47713,0.57078,0.02163,0.23708,0.62990,0.29464,0.06343,0.69390,0.01108,0.04428,-0.01364,0.04982,0.05292,0.04182,0.04255,0.03078,-0.00012,0.04124
0.02443,0.03169,0.60468,0.05686,0.36113,0.00779,0.35499,0.00650,0.73129,0.56871,0.66182,0.03826,0.24947,-0.00335,0.34053,0.35922,0.04300,0.50168,0.38098,0.65902,-0.00812,0.42806,0.01903,0.03332,0.01686,0.05535,0.01371,0.01179,0.03036,0.02098,0.05033,0.02277
-0.00615,0.01229,0.33640,0.01335,0.56147,0.02731,0.77486,0.01621,0.44030,0.71048,0.41814,-0.01269,0.39229,0.01445,0.63738,0.71361,0.01355,0.61435,0.72903,0.68020,0.02575,0.48252,0.00974,0.02112,0.05265,0.01067,-0.01241,0.04677,0.04080,0.02805,0.04023,0.03917
0.00223,0.01941,0.28051,-0.00651,0.31720,0.00042,0.51467,0.04234,0.61892,0.68589,0.52465,-0.01794,0.42499,0.03627,0.48208,0.38465,0.00847,0.51151,0.48978,0.50747,0.03624,0.27594,0.02288,0.00630,0.03938,0.00461,0.00398,0.01802,0.04206,0.04048,0.01478,0.02889
0.04258,-0.01241,0.29673,0.01192,0.40704,0.02440,0.61412,0.05492,0.75121,0.29424,0.40479,0.02851,0.63966,0.04733,0.54443,0.65618,0.04269,0.52168,0.45070,0.41891,0.02696,0.31141,0.04407,-0.00137,0.04371,0.03118,0.00887,0.01013,-0.01113,0.06343,0.02403,0.04968
0.06950,0.02904,0.46764,0.00227,0.42114,0.01580,0.58450,-0.01071,0.32672,0.35346,0.45773,0.03034,0.72312,0.04151,0.65130,0.25933,0.02369,0.35028,0.56287,0.43442,0.06219,0.51647,0.00647,0.05348,0.04379,0.06155,-0.00020,0.03386,0.03724,0.03431,0.04871,0.02536
0.02595,0.03615,0.71318,0.02589,0.36248,0.01953,0.52459,0.07435,0.52147,0.45798,0.38794,0.00325,0.59856,0.00680,0.46175,0.66442,0.02539,0.32317,0.37543,0.57267,0.02351,0.47951,0.00459,0.05241,0.04408,0.00989,0.04361,0.02681,0.05142,0.05433,0.02809,0.05244
0.07214,0.01820,0.37706,0.02317,0.39635,0.00169,0.63364,0.06491,0.44671,0.58932,0.72810,0.00621,0.45216,0.03134,0.31154,0.75546,0.01897,0.29950,0.32933,0.48026,0.02831,0.60964,0.02998,0.01100,0.04598,0.02074,0.00459,0.04875,0.04219,0.02225,0.06264,0.04552
0.06037,0.03472,0.52852,0.02030,0.47352,0.01170,0.45999,0.01770,0.68649,0.55399,0.62349,0.01571,0.43120,-0.01127,0.65305,0.58390,0.01699,0.66699,0.22512,0.49959,0.03071,0.32381,0.04870,-0.00762,0.02224,0.04511,0.00374,0.05190,0.03421,0.01695,0.04529,0.03771
0.01061,0.02803,0.34135,-0.00144,0.72409,0.04712,0.37912,0.00058,0.50743,0.45436,0.59680,0.00158,0.33393,0.05207,0.59728,0.36005,0.01088,0.73753,0.28356,0.58511,0.02738,0.48855,0.00759,0.04973,0.01731,0.07490,0.02351,0.03705,0.03167,0.03260,-0.00034,0.04778
0.06222,0.04482,0.55458,0.00911,0.48488,0.05504,0.26401,0.01399,0.47345,0.49011,0.64109,0.03345,0.35204,0.01022,0.35449,0.43719,0.01104,0.34536,0.37002,0.49363,0.06187,0.57797,0.03218,0.02965,0.07503,0.02603,0.00922,0.05680,-0.00048,0.06985,0.05465,0.03924
0.02087,0.02334,0.71596,0.05665,0.70850,0.01282,0.58559,0.03753,0.62949,0.34339,0.42978,0.02228,0.31660,0.04276,0.76890,0.26930,0.01501,0.29000,0.72823,0.64626,0.02925,0.34367,0.03701,0.03099,-0.00651,0.00371,0.01613,0.04712,0.03985,0.03378,0.01678,0.02981
0.04474,0.01490,0.64230,0.03433,0.49778,0.02699,0.76462,0.01272,0.56048,0.61723,0.67529,0.07713,0.40529,0.04446,0.52337,0.64659,0.01129,0.60037,0.26488,0.46774,0.05664,0.36559,0.02420,0.03513,0.02194,0.05896,0.03488,0.01357,0.05308,0.05614,0.05425,0.02193
0.06783,-0.01645,0.69616,0.03377,0.34022,0.03727,0.66820,0.05421,0.53839,0.60424,0.49097,0.05617,0.50155,0.02722,0.57614,0.33354,0.01511,0.28510,0.71754,0.58457,-0.00999,0.52216,-0.01875,0.01390,0.03368,0.01664,0.03731,0.04351,0.06080,-0.01773,0.03708,0.03152
0.03556,0.03699,0.57697,0.03823,0.42507,0.01566,0.37461,0.02043,0.26377,0.51450,0.36072,0.01589,0.35217,0.03220,0.41277,0.49082,0.04781,0.75856,0.48348,0.54978,-0.00444,0.30574,0.02290,0.05189,0.03275,0.04799,0.03480,0.04952,-0.00903,0.02455,-0.02091,0.01637
0.03966,0.01779,0.27231,0.06382,0.53018,0.04159,0.35345,0.03108,0.60630,0.53800,0.23686,0.03289,0.55354,0.04069,0.27217,0.43300,0.04023,0.56216,0.38185,0.73876,0.01732,0.74842,0.04457,-0.04207,0.01357,0.03431,0.03229,0.02533,0.03914,0.02808,-0.03426,-0.00826
0.02682,0.06499,0.39383,0.02497,0.49787,0.04961,0.33049,0.04103,0.57131,0.42996,0.48862,0.04135,0.60063,0.08199,0.60353,0.60662,0.03596,0.74570,0.63651,0.37044,0.00879,0.73657,0.03340,0.01809,0.01093,0.00282,0.05106,0.00208,0.01741,0.01863,0.01086,0.00436
0.03923,0.04194,0.53591,0.02869,0.58747,0.04738,0.54384,0.04711,0.73459,0.37434,0.49405,0.03514,0.49867,0.01990,0.62384,0.76970,0.02085,0.38504,0.30967,0.36109,0.02931,0.59123,0.03902,0.03317,0.04131,0.02883,-0.00494,-0.00941,0.03157,0.01477,0.05718,0.05394
-0.00174,0.02683,0.43062,0.01921,0.32390,0.03811,0.54404,0.00922,0.35819,0.26567,0.64599,0.02034,0.32232,0.01963,0.42531,0.66614,0.00045,0.48185,0.56507,0.26050,0.04244,0.26805,0.07740,0.02565,0.01124,0.03919,0.02749,0.01594,0.01753,0.00976,0.00199,0.03268
0.08213,0.06450,0.35458,0.02665,0.65665,0.05193,0.73666,0.02549,0.60233,0.41244,0.26080,0.02465,0.51240,0.00814,0.65065,0.74296,0.03881,0.73403,0.28706,0.59432,0.01670,0.39727,0.02859,0.04166,0.06702,0.03194,0.03928,0.05071,0.06098,0.01740,0.03995,0.07004
0.02168,0.06633,0.52792,0.04466,0.25667,0.03150,0.62743,-0.00085,0.58356,0.25675,0.28416,0.04576,0.27589,0.03925,0.68672,0.51123,0.05407,0.52753,0.63538,0.37267,-0.00659,0.36911,0.06638,0.02117,0.04984,0.03445,0.00559,0.01693,0.04117,-0.00280,0.04452,0.01176
0.02114,0.03746,0.43217,-0.00613,0.32892,0.05208,0.44305,0.01733,0.51438,0.29645,0.41696,0.06704,0.57103,0.03994,0.51032,0.54132,0.01408,0.71463,0.55015,0.35710,0.00922,0.42388,0.01728,0.07929,0.01934,0.01525,0.06898,0.04410,0.04122,0.04183,0.01562,-0.01334
-0.00185,0.04617,0.61743,0.05863,0.64693,0.05153,0.29668,0.04215,0.47139,0.74437,0.01875,0.06603,0.59035,0.05458,0.24948,0.57192,0.05722,0.75139,0.45451,0.64778,0.03495,0.24939,0.01967,0.02666,0.04321,0.03742,0.00534,0.06504,-0.02469,0.02753,0.03292,0.00587
0.05309,0.03641,0.45457,0.05221,0.30253,0.06182,0.53871,0.03137,0.49124,0.63350,0.06442,0.03042,0.42179,0.01880,0.30979,0.55484,0.07241,0.61667,0.72866,0.26536,0.03093,0.60352,0.04943,0.03972,0.01629,0.01179,0.07824,0.01074,0.00514,0.05700,0.02229,0.03578
0.01230,0.01543,0.60474,0.02711,0.44068,0.02937,0.47248,0.03299,0.55214,0.59417,0.02885,-0.01952,0.69380,0.03961,0.28677,0.39431,0.02674,0.66286,0.37725,0.55923,0.02461,0.29703,0.01992,0.03822,-0.00803,0.02948,0.05905,0.00656,0.03256,0.03682,0.02456,0.01078
0.03700,0.03929,0.27205,-0.03617,0.43765,-0.00664,0.24663,-0.01084,0.53424,0.60508,0.02374,0.03468,0.51982,0.02970,0.34441,0.70266,0.00080,0.60372,0.60629,0.54232,0.03329,0.30880,0.03301,0.03373,0.01681,0.03889,0.01818,0.03201,0.06050,0.01027,0.04082,0.04565
0.05514,0.05475,0.36283,0.03935,0.26181,0.05830,0.27273,0.01116,0.47839,0.46293,0.02209,0.03459,0.65376,0.01099,0.50922,0.62627,0.05929,0.67726,0.73706,0.71423,-0.00254,0.46073,0.01446,0.02937,0.01181,0.01625,0.02611,0.04691,0.03769,0.03137,0.03701,0.04294
0.00050,0.02546,0.25350,0.04195,0.36810,0.02528,0.64959,0.03097,0.72975,0.28827,0.03130,-0.02064,0.69220,0.05611,0.39987,0.58788,0.04533,0.34404,0.65830,0.53487,0.05244,0.46008,0.04520,0.05654,0.03267,0.04733,-0.00491,0.01645,0.00064,0.04629,0.04142,0.00145
0.01977,0.01974,0.61353,0.01507,0.21297,0.05203,0.37226,0.02353,0.65351,0.64396,0.03979,0.04440,0.53358,0.04366,0.64328,0.57447,0.06422,0.42515,0.50108,0.30228,0.03763,0.68326,0.03547,-0.00330,0.08114,0.04283,0.04300,0.03883,0.02665,0.00713,-0.00385,0.02047
0.06116,0.04169,0.33171,0.02332,0.69578,-0.02545,0.50985,0.04862,0.64495,0.44007,0.01090,0.02280,0.59537,0.04523,0.68569,0.25730,0.04638,0.53444,0.39524,0.45197,0.02146,0.44015,0.02913,0.04936,0.02718,0.04275,0.03579,0.03361,0.05730,0.06991,0.00202,0.01758
0.03963,0.01326,0.45512,0.03210,0.64359,0.00592,0.38356,0.01540,0.67480,0.48486,0.05395,0.01291,0.55939,0.02974,0.35843,0.34780,-0.00347,0.78216,0.65262,0.44595,0.02809,0.47316,0.02006,0.05323,0.05049,0.03165,0.05518,0.01758,-0.00010,0.02131,0.03110,0.01456
0.04004,0.03180,0.63758,0.02318,0.72484,0.01029,0.71338,0.03415,0.71079,0.29152,0.02215,0.01164,0.41547,0.03067,0.50671,0.71328,0.02260,0.31129,0.69903,0.58859,-0.00178,0.61199,0.01859,-0.00844,0.04160,0.06513,0.04732,0.05924,0.04672,-0.00327,0.07495,0.00848
0.00775,0.02046,0.49769,-0.00258,0.47196,0.01805,0.35942,0.06334,0.35046,0.61658,0.03664,0.04885,0.58591,0.01472,0.26409,0.32232,0.03043,0.43473,0.48604,0.31831,0.02702,0.33233,0.04111,-0.00950,0.04269,-0.01775,0.05711,-0.00079,0.04797,0.06175,0.01298,0.01546
0.06558,0.04330,0.68547,0.01530,0.58600,0.02376,0.55394,0.03348,0.58670,0.49590,0.06643,0.02940,0.45943,0.03464,0.40392,0.60065,0.01373,0.53650,0.52000,0.42264,0.03410,0.57377,0.01321,0.07190,0.02498,0.05196,-0.00575,0.02420,0.03543,0.04608,0.00714,0.04123
0.01843,0.01384,0.65128,0.03732,0.37451,0.02934,0.30420,0.02964,0.61739,0.63167,0.04616,-0.01347,0.27474,-0.00034,0.49417,0.42930,0.03595,0.69223,0.67638,0.52902,0.02629,0.54167,0.01003,0.03466,0.02774,0.01459,0.03745,0.00765,-0.01061,0.03735,0.00656,0.01090
0.01919,0.02502,0.70909,0.06334,0.30789,0.05929,0.45693,0.02563,0.35412,0.72040,0.03784,0.02727,0.69852,-0.01676,0.32031,0.27158,0.02534,0.46943,0.62529,0.37418,-0.00231,0.58679,-0.00144,0.06838,0.02846,0.05380,0.03476,0.04026,0.07191,0.04192,0.04953,0.03853
-0.00973,0.02617,0.50190,0.05409,0.50532,0.01741,0.45090,0.03391,0.29332,0.64705,0.02842,0.04172,0.43861,0.04997,0.67607,0.37338,0.02599,0.26791,0.30526,0.57403,-0.00113,0.53267,0.01697,0.03988,0.05855,-0.01165,0.03847,0.07106,0.06354,0.04296,-0.00378,0.05019
0.02424,0.03284,0.28508,0.03994,0.36864,0.03282,0.39477,0.03297,0.43951,0.59779,0.01446,0.04516,0.72160,-0.00089,0.35819,0.43290,0.02879,0.57884,0.64387,0.49144,0.03072,0.60269,0.02094,0.01002,0.07576,0.06003,0.03575,0.05264,0.05625,0.01296,0.02412,-0.02223
0.05944,0.03895,0.23747,0.00196,0.61914,0.01175,0.61231,-0.00340,0.50979,0.72806,0.09216,0.04941,0.50600,0.04805,0.32422,0.47571,0.00880,0.62284,0.68592,0.28778,0.04737,0.47762,0.01630,0.02347,0.02738,0.01909,0.04322,0.02600,0.00006,0.04688,0.00696,0.04599
0.02862,0.01354,0.73935,0.05961,0.72494,0.05800,0.41600,0.02056,0.50807,0.47150,0.05897,0.00483,0.44148,0.04304,0.57413,0.45147,0.01072,0.29273,0.46706,0.55857,0.02309,0.34346,0.04206,0.08604,0.01074,0.04807,0.02536,0.01181,0.04541,-0.00935,0.01484,0.00740
0.03035,0.01519,0.57177,0.02157,0.32658,0.01748,0.53397,0.00900,0.46674,0.70707,0.02618,0.00992,0.68398,-0.00231,0.44591,0.32572,0.02478,0.40526,0.63196,0.35247,0.02123,0.45892,0.02788,0.00445,0.08273,0.04178,0.01589,0.03018,0.01278,0.05985,0.01768,0.00852
0.02537,0.05527,0.38437,0.01064,0.66156,0.02671,0.28260,0.07114,0.47537,0.25858,-0.00778,0.00790,0.28313,0.03259,0.52685,0.55738,0.00116,0.58040,0.27682,0.39227,0.03141,0.29182,-0.01716,0.05112,0.05670,0.03830,0.02495,0.01299,0.04037,0.01588,0.03228,0.01179
0.04376,0.02736,0.38960,0.01348,0.36717,0.04075,0.28243,0.03103,0.66395,0.64903,0.05695,0.05405,0.26661,0.05562,0.73828,0.44527,0.01127,0.74243,0.48405,0.45900,0.02038,0.68400,0.04024,0.07501,0.04799,0.03152,0.01448,-0.03452,0.00945,0.06703,0.03361,0.05173
0.00535,-0.01972,0.38508,0.05513,0.70293,0.02527,0.27810,0.05087,0.54675,0.28356,0.02128,0.06397,0.53386,0.04882,0.43342,0.61592,0.00084,0.48585,0.39138,0.49591,0.02967,0.38870,0.06600,0.09461,0.03278,0.04897,-0.02422,0.00183,0.04447,0.02912,0.00112,0.05259
0.02057,0.01975,0.56682,0.02703,0.52539,0.00402,0.39968,0.03834,0.41941,0.74818,0.01647,0.03884,0.34761,0.07346,0.31415,0.39855,0.05474,0.28644,0.26977,0.33238,0.00660,0.41093,0.06645,0.01091,0.02317,0.04678,0.04973,0.01527,0.00545,0.04734,0.03664,0.03682
0.06150,0.02328,0.26947,0.01947,0.44447,0.05073,0.49153,0.00965,0.52028,0.62583,0.04405,0.04829,0.64196,0.06272,0.38389,0.70915,0.00065,0.72942,0.31127,0.58631,0.03881,0.42209,0.04413,0.07072,0.04676,0.04257,0.01669,0.03414,0.01598,-0.00591,0.07513,0.03532
0.05862,0.01755,0.59932,0.04670,0.70430,0.04550,0.51401,0.04109,0.37473,0.41021,0.02051,0.04039,0.33975,0.01045,0.50581,0.58458,0.00045,0.42430,0.36760,0.41478,0.02704,0.51628,0.04521,-0.01028,0.01922,0.03349,0.04061,0.01898,0.05380,-0.00671,0.03056,0.03287
0.04569,0.02147,0.56716,0.01467,0.50589,0.05511,0.58004,0.08225,0.38372,0.43047,0.02208,0.01968,0.34154,-0.04619,0.44329,0.26127,0.03671,0.39117,0.34060,0.44144,0.03058,0.65233,0.02709,0.06464,0.05820,0.01630,0.03285,0.00442,0.05731,0.02813,0.02326,0.02220
0.03396,0.03959,0.66894,-0.00114,0.58228,0.01114,0.39666,0.01840,0.47921,0.34256,0.04240,0.02575,0.63810,0.04101,0.30810,0.38020,0.02864,0.46476,0.49898,0.59917,0.00263,0.52229,0.03859,0.04134,0.03845,0.02206,0.01957,0.03085,0.03991,0.01280,0.02510,0.02583
-0.00245,0.00510,0.39466,0.04275,0.65493,0.06666,0.74295,0.02759,0.37290,0.32087,0.02886,0.01894,0.40905,0.02645,0.30309,0.44350,-0.02191,0.58962,0.72489,0.37810,0.06484,0.52103,0.05183,0.05694,-0.00092,0.02850,0.04725,0.02540,0.00072,0.00639,0.05884,0.01257
0.03008,0.03003,0.71224,0.03782,0.56432,0.02934,0.56001,0.03194,0.59791,0.71058,0.03364,0.00109,0.59793,0.06191,0.24843,0.70857,0.06394,0.31022,0.70417,0.70021,0.01514,0.30524,0.03235,0.07138,0.01425,0.06824,0.05442,0.03097,0.03387,0.03782,0.05287,0.01383
0.02869,0.02198,0.40307,0.00082,0.31109,0.03341,0.65517,0.02364,0.32953,0.48512,0.03394,0.05171,0.33581,0.04610,0.42193,0.35712,0.03722,0.38628,0.69647,0.73551,-0.00387,0.61247,0.03367,0.03408,0.04578,0.06003,0.02558,0.01845,0.06092,0.02626,0.02248,0.01218
0.02261,0.01927,0.35070,0.05140,0.35665,-0.00236,0.51671,0.00556,0.45209,0.46242,0.04544,-0.00052,0.30287,0.01203,0.43332,0.38070,0.04019,0.27246,0.48041,0.61990,-0.00051,0.45453,0.03141,0.00466,0.04288,0.03207,0.02303,0.03722,0.01639,0.02824,0.06201,0.01427
0.01519,0.06770,0.32848,0.03496,0.62919,0.03267,0.41796,0.03799,0.37536,0.46224,0.02617,0.00952,0.42661,0.05490,0.67601,0.67312,0.02796,0.48713,0.55726,0.57755,0.06738,0.44227,0.03082,0.01797,0.04238,-0.00178,0.00353,0.03071,0.03298,0.02973,-0.00022,0.03931
0.03214,0.04240,0.32139,0.05576,0.45224,0.03319,0.48907,0.07975,0.70492,0.41747,0.05045,0.02993,0.54727,0.03589,0.54595,0.62315,0.06013,0.62030,0.41839,0.58050,0.01656,0.70910,0.02689,0.03927,0.04098,0.04347,0.05662,0.00758,0.03073,0.02275,0.04961,0.05553
0.06012,0.03159,0.42011,0.04017,0.42187,0.08095,0.33500,0.03622,0.25993,0.35158,0.06468,0.06794,0.66008,0.00996,0.50068,0.62669,0.00697,0.26860,0.53775,0.74635,0.05703,0.31282,0.06937,0.01957,0.09098,0.04150,-0.00019,0.03637,0.03862,0.01442,0.04594,0.05223
0.04505,0.05265,0.28889,0.05606,0.45202,0.04514,0.52605,0.05920,0.26486,0.62452,0.05355,0.02758,0.55672,-0.01824,0.51671,0.48381,0.03040,0.41416,0.25192,0.55168,0.02344,0.72936,0.03853,0.05820,-0.00052,0.01410,0.03972,0.01015,0.05678,0.05577,0.05224,0.00329
0.04471,0.06569,0.69318,0.01458,0.39175,0.04899,0.44001,0.00574,0.53604,0.43856,0.02253,0.04305,0.60760,0.06808,0.73948,0.56782,0.02339,0.46125,0.58384,0.57500,0.03729,0.50296,0.04465,0.01829,0.05112,0.05023,-0.02038,0.05616,0.04646,0.02550,0.02484,0.01007
0.01171,0.04998,0.51586,0.00775,0.27806,0.00555,0.65014,-0.01572,0.67143,0.31836,0.04354,0.02892,0.73977,0.03185,0.25945,0.51925,0.04268,0.47957,0.26756,0.67877,0.05506,0.53151,0.06051,0.03152,0.01553,0.07116,0.00399,0.03952,0.01441,0.05180,0.04557,0.01560
-0.00542,0.03912,0.55804,0.02893,0.34045,-0.00343,0.67338,0.00271,0.46302,0.55331,0.04500,0.04138,0.65218,-0.00566,0.64101,0.41010,0.03673,0.62795,0.37964,0.56077,0.00448,0.28856,0.09436,0.01733,-0.02288,0.03976,0.01481,0.03029,0.03527,0.04155,0.04527,0.01131
0.02838,0.05283,0.56687,0.05968,0.37658,0.01884,0.65847,-0.00674,0.33170,0.71055,0.04365,-0.00697,0.30043,0.03205,0.38554,0.67057,0.05239,0.58765,0.71113,0.34442,-0.00158,0.45966,0.05589,0.02282,0.05061,0.03106,0.02857,0.04812,0.09489,0.05858,0.04208,0.03181
0.02861,0.07017,0.50431,0.03208,0.76084,0.04511,0.26872,0.01215,0.30445,0.34267,0.02764,0.02764,0.58693,0.00356,0.72386,0.60033,0.03623,0.60926,0.69221,0.52006,0.05385,0.54203,0.00268,0.01000,0.02232,0.08153,0.02316,0.01599,0.00621,0.02534,0.04688,0.05813
0.03161,0.03879,0.69130,0.04537,0.70256,0.06520,0.35396,0.03761,0.39670,0.54685,0.00552,0.00521,0.72750,-0.00345,0.67196,0.31944,0.04425,0.42931,0.28504,0.31610,0.02915,0.31891,0.03752,0.05670,0.05613,0.01619,0.05052,-0.02418,-0.00959,0.03329,0.07177,0.02438
0.03580,0.03137,0.57652,0.04075,0.36308,0.02574,0.28182,0.03656,0.43682,0.74336,0.03059,0.07107,0.50383,0.00287,0.61502,0.54670,0.03438,0.70264,0.24002,0.54714,-0.00461,0.47812,0.04019,0.03071,0.03457,0.01870,0.02065,0.05071,0.03580,-0.00377,0.06746,-0.01452
